step,epoch,batch_idx,D_loss,G_loss,T_loss,Wasserstein_dist
1,0,0,9.533449172973633,4.192933082580566,14.463057518005371,3.3854568447104327
4,0,3,7796.923132578532,609.3994356791178,-0.24702743689219156,5.697554275125806
7,1,1,3549.8345222473145,32.879414876302086,11.437009493509928,4.4155961497959995
10,1,4,16293.320007324219,131.7825024922689,7.284663677215576,4.316409750182307
13,2,2,24326.705078125,596.2709554036459,4.18770045042038,4.281401085341314
16,3,0,42670.988118489586,360.2948862711589,2.9669202168782554,4.8714396132262365
19,3,3,3319.9563802083335,130.39667002360025,4.977914333343506,4.265742314733429
22,4,1,1276.7281494140625,-27.076148986816406,6.166167259216309,4.6312106764464245
25,4,4,216.47540791829428,36.75403722127279,6.949210166931152,4.581262785945158
28,5,2,64.50764052073161,29.012706120808918,6.604992707570394,4.887571623887722
31,6,0,-4.046224594116211,44.3337771097819,7.0269850095113116,3.9687872221010116
34,6,3,-7.272001584370931,29.634862263997395,7.441773255666097,5.271486140963487
37,7,1,-15.79696528116862,32.588528315226235,8.001312414805094,4.428832746596718
40,7,4,-10.684229214986166,23.7742862701416,9.200079600016275,4.0250823674434555
43,8,2,-6.829905033111572,19.191476186116535,9.028956095377604,4.738532347494231
46,9,0,-8.604693730672201,20.711421966552734,8.854831377665201,5.4109507352792425
49,9,3,-4.059366544087728,19.86462910970052,9.375718116760254,3.878440603135328
52,10,1,-8.318236351013184,17.557959874471027,9.57037353515625,4.92440956071004
55,10,4,-9.604368368784586,15.459145863850912,10.271046002705893,4.922258283282523
58,11,2,-6.820825417836507,15.257401784261068,10.081523259480795,5.047281883894733
61,12,0,-9.885782559712728,15.22813638051351,9.98760191599528,5.503414688076833
64,12,3,-5.0608194669087725,12.36089833577474,10.69912020365397,4.913010864715377
67,13,1,-8.003926118214926,13.132241566975912,10.53191057840983,4.209528195221595
70,13,4,-9.997480392456055,13.262470563252768,10.910198211669922,4.699544909368772
73,14,2,-9.606720288594564,12.910629908243815,11.126588503519693,4.233172132991853
76,15,0,-8.589503606160482,11.297463734944662,11.142915725708008,4.617902589661065
79,15,3,-10.088298797607422,11.668762842814127,11.20620346069336,4.965942961641854
82,16,1,-9.121570269266764,11.117729822794596,11.53704865773519,4.956560576677229
85,16,4,-10.365612983703613,12.921011288960775,11.437772750854492,4.615464982356403
88,17,2,-10.71319611867269,13.753834088643393,11.493587176005045,4.5828441089633545
91,18,0,-10.410521507263184,13.425504048665365,11.658832232157389,4.726211696789197
94,18,3,-11.345069567362467,13.74121125539144,11.753403663635254,4.768600283454428
97,19,1,-9.311991691589355,10.775949478149414,11.574673652648926,3.977381027168749
100,19,4,-13.11120573679606,11.349775950113932,11.8748566309611,4.498542298391539
103,20,2,-12.131158192952475,15.268743197123209,11.647795677185059,4.289673128987158
106,21,0,-14.194930076599121,15.668471018473307,11.839594841003418,5.2480073248143455
109,21,3,-15.429285367329916,18.718722661336262,11.364652315775553,4.437129240367946
112,22,1,-10.192041079203287,12.052181243896484,11.177461624145508,4.505096328466981
115,22,4,-11.160991986592611,10.225237846374512,11.128060340881348,4.130537846670076
118,23,2,-11.486940383911133,10.774616877237955,11.361575444539389,4.82490120517165
121,24,0,-10.589352289835611,10.012595176696777,11.411927541097006,5.6890923729512535
124,24,3,-8.097434997558594,7.396325429280599,11.388055165608725,5.3920376012124285
127,25,1,-5.028898557027181,6.874163309733073,10.94638729095459,4.7906599489149455
130,25,4,2.403322219848633,6.504512468973796,11.166212717692057,4.912525717752131
133,26,2,-8.040164311726889,5.043385982513428,11.822450002034506,4.185505202265264
136,27,0,-9.078266779581705,5.137537002563477,11.655617078145346,5.325184395916454
139,27,3,-8.372482140858969,4.46512508392334,12.138930320739746,5.1687944946273765
142,28,1,-8.197593371073404,3.4730120499928794,12.286643346150717,5.220544436255078
145,28,4,-8.562743504842123,3.614875396092733,11.990992228190104,5.500365733745068
148,29,2,-8.40575122833252,3.4272498289744058,12.010328928629557,4.399438694917387
151,30,0,-7.977498372395833,2.4277819792429605,12.61149819691976,6.4970893138108465
154,30,3,-7.984474500020345,2.4653210639953613,12.563373565673828,4.456771555468206
157,31,1,-7.203217188517253,1.916658918062846,12.664875666300455,4.193081936019246
160,31,4,-7.547818660736084,2.597418228785197,12.448824246724447,4.860444593138067
163,32,2,-7.554613749186198,1.9140405654907227,12.903712272644043,4.832376942374425
166,33,0,-7.339426676432292,1.6487059195836384,12.812342961629232,5.423994629482054
169,33,3,-5.94886589050293,1.5841569503148396,12.834787368774414,4.1277123846054105
172,34,1,-5.268792390823364,0.5709684093793234,12.916668256123861,4.034021120164128
175,34,4,-5.901130040486653,0.3470308259129524,13.233110427856445,3.9120236536664446
178,35,2,-7.034892241160075,0.5749519069989523,13.022476196289062,4.6469735301871005
181,36,0,-4.817767143249512,1.0147383014361064,12.895857810974121,3.944830979918405
184,36,3,-5.454567591349284,0.4068622787793477,12.87570063273112,5.678817818745331
187,37,1,-5.852289358774821,0.6014652848243713,12.774925549825033,4.526786661985336
190,37,4,-5.264976978302002,1.2182750900586445,12.602017402648926,4.784796960734806
193,38,2,-5.830378373463948,0.191109761595726,12.681965510050455,5.313005457328178
196,39,0,-5.217291514078776,1.5685335596402485,12.083925247192383,3.879409532802176
199,39,3,-6.149147987365723,2.6257412433624268,12.42177963256836,5.35429593315989
202,40,1,-5.932985782623291,0.8382686873277029,12.494512557983398,5.0970452262715105
205,40,4,-7.375443458557129,0.5426823968688647,11.98624038696289,5.209472931166317
208,41,2,-6.831877072652181,3.170393387476603,11.807326316833496,5.30097415028283
211,42,0,-7.428839206695557,1.7712676922480266,11.969253222147623,4.31062150846065
214,42,3,-6.425135453542073,1.0396942694981892,12.032897313435873,4.688673062456291
217,43,1,-7.942282994588216,2.9259456793467202,11.654094378153482,5.144670617059522
220,43,4,-4.243124802907308,2.521897246440252,12.00772794087728,4.147745482614567
223,44,2,-7.565199216206868,-0.6994373301664988,11.92447598775228,4.287420347047427
226,45,0,-7.064700762430827,4.541761159896851,11.024053255716959,3.991941350509468
229,45,3,-6.97310209274292,2.844014843304952,11.2113405863444,5.557204976037571
232,46,1,-5.529410362243652,1.584370533625285,11.933012008666992,5.049201011421875
235,46,4,-5.279712677001953,1.6140525341033936,11.96901003519694,4.565229362457061
238,47,2,-4.419166882832845,-0.04387223223845164,12.23968537648519,4.308734414437768
241,48,0,-1.636125882466634,-1.9395856459935505,12.711210568745932,3.580740549318255
244,48,3,-1.4652493397394817,0.7845879197120667,12.469767252604166,3.492943674487765
247,49,1,-2.283843914667765,5.200939019521077,12.319855054219564,3.199236988261106
250,49,4,-1.6799853245417278,1.392596150437991,12.844907760620117,3.6046046590302905
253,50,2,-0.1139187216758728,0.3651222586631775,12.774550120035807,4.016321207239735
256,51,0,-0.7648090124130249,6.017868836720784,11.99710496266683,3.0240412953873874
259,51,3,-0.31221139430999756,4.393812338511149,11.561020533243815,3.859843246246001
262,52,1,-1.6283741394678752,-0.7779762347539266,11.790214538574219,3.474658189690649
265,52,4,-1.9888817469278972,2.4692429403464,11.0947265625,2.7008153211095203
268,53,2,-4.186908006668091,8.309140682220459,10.284157752990723,3.0188875240762427
271,54,0,-3.668322801589966,1.4424376090367634,11.417438824971518,2.8541843566245646
274,54,3,-4.25221832593282,-0.2631795605023702,11.254213651021322,3.2188139900158412
277,55,1,-4.6006003220876055,5.0450193881988525,11.03961213429769,3.427885379886732
280,55,4,-1.032203197479248,4.276795347531636,12.141852378845215,2.3067960467261392
283,56,2,0.054183522860209145,-0.9942783315976461,12.734063784281412,3.0780713001751354
286,57,0,-1.7439074913660686,1.6392877226074536,12.844511985778809,2.5849072874899353
289,57,3,-3.138322114944458,5.3679548899332685,12.537047386169434,4.080095241606398
292,58,1,-3.830526828765869,4.247453530629476,12.507804870605469,3.6742980013770814
295,58,4,-2.4701877435048423,0.9907014270623525,12.189606030782064,2.856556587128141
298,59,2,-2.330671946207682,3.361049254735311,11.985401471455893,3.3764455263831614
301,60,0,-3.796988328297933,3.6485420862833657,11.478508631388346,4.047503397565435
304,60,3,-3.9799739519755044,1.7897565364837646,11.95037047068278,4.688246749641503
307,61,1,-4.78847599029541,1.9254335562388103,12.09666379292806,3.965927167251445
310,61,4,-1.8205672899882,2.436604658762614,12.609572410583496,4.190899994478134
313,62,2,-0.4588151772816976,4.376530011494954,12.915060043334961,2.930357684337121
316,63,0,-2.9650256633758545,0.9221815516551336,12.833499272664389,4.573673629196193
319,63,3,-2.1458494663238525,1.0442242821057637,12.77093474070231,4.371309980137468
322,64,1,-2.500585397084554,4.254464070002238,12.877706209818522,3.6040244499374148
325,64,4,-2.8304568926493325,3.831901947657267,12.797697067260742,4.173403859782472
328,65,2,-2.2589224179585776,2.5491385459899902,12.909403483072916,3.368668128912166
331,66,0,-2.5518160263697305,-0.41912099222342175,12.876291592915853,3.9665138072244694
334,66,3,-2.625539541244507,1.8836535612742107,12.76276969909668,4.608563143247422
337,67,1,-2.2981693744659424,4.989482005437215,12.615095138549805,4.682702054337912
340,67,4,-2.0606027046839395,-0.12511018911997476,12.574355125427246,4.483078159827387
343,68,2,-2.24586550394694,1.037264843781789,12.011585235595703,4.7981457732042205
346,69,0,-3.807516892751058,5.136688073476155,12.35317866007487,4.537089565954216
349,69,3,-2.0220134258270264,0.4885578453540802,12.52899424235026,4.606446707751046
352,70,1,-2.0838638146718345,-1.5964999397595723,12.665154139200846,3.755511121420689
355,70,4,-0.9279642105102539,2.123066484928131,12.252381324768066,4.57114993503252
358,71,2,-2.401520848274231,4.648876349131267,12.393937428792318,4.919911999415545
361,72,0,-1.7327237129211426,-1.0445897380510967,12.312824567159018,4.113837435255689
364,72,3,-2.2501636743545532,0.26674776524305344,11.956871032714844,3.693923866238952
367,73,1,-3.080615838368734,4.288354754447937,11.436591466267904,3.1320553580307138
370,73,4,-2.7234830061594644,3.5595107078552246,11.547808329264322,5.0549794889492325
373,74,2,-3.1235899527867637,0.7095737804969152,12.187178293863932,4.417376714912767
376,75,0,-2.5315821965535483,2.570661028226217,12.325501441955566,4.690617515720283
379,75,3,-2.297927975654602,4.964263757069905,12.183029492696127,4.547781009357135
382,76,1,-0.5422773460547129,1.7583684921264648,12.78134822845459,3.59950826417977
385,76,4,-2.408881107966105,0.3969243913888931,12.255763053894043,4.922991889567492
388,77,2,-1.2284531195958455,4.086120843887329,11.603093465169271,3.7569184025114173
391,78,0,-3.2164605458577475,2.9637506008148193,11.64694086710612,4.9801584432125825
394,78,3,-1.7023505767186482,0.776390348871549,12.358771324157715,4.231940645824152
397,79,1,-2.2143224080403647,4.125547568003337,11.810316403706869,3.3000534486422874
400,79,4,-2.750340779622396,5.982511202494304,10.953986803690592,4.720806988015442
403,80,2,-2.6866865158081055,4.887005805969238,11.528913180033365,2.20440805435922
406,81,0,-2.795016050338745,1.7162425915400188,11.557903925577799,3.5349292198861413
409,81,3,-2.7126630942026773,3.708853085835775,11.809251149495443,2.8591416541522854
412,82,1,-1.936407486597697,3.1218995253245034,11.857616106669107,3.075708139019103
415,82,4,-1.7338124513626099,3.3837410608927407,11.845152219136557,2.153667676290898
418,83,2,-1.2322778900464375,2.8141559958457947,11.836464881896973,2.1633592741071603
421,84,0,-1.7273131608963013,4.473166386286418,12.089101473490397,3.392605084628532
424,84,3,-1.6557408173878987,-0.06787980596224467,12.740710258483887,3.1813902214304464
427,85,1,-0.8840070168177286,3.601820190747579,12.791093826293945,2.6234667519718844
430,85,4,-1.9913064241409302,3.388973037401835,12.178765614827475,3.6255192478391245
433,86,2,-1.5675452748934429,-0.5269487549861273,12.822208404541016,3.2349449168132005
436,87,0,-2.299895087877909,5.073800245920817,12.574909210205078,3.353961290294459
439,87,3,-2.982079188028971,4.498558600743611,11.91394329071045,1.9117321165530707
442,88,1,-2.3861899375915527,0.7496737440427145,12.287274678548178,2.0311555455299968
445,88,4,-2.0330835978190103,2.790154059727987,11.342081705729166,2.5425134256491506
448,89,2,-1.0911635359128316,5.468203226725261,12.070730209350586,2.8276662926858136
451,90,0,-1.3729942440986633,2.1880051096280417,11.978727658589682,2.6665489825687145
454,90,3,-1.0863731702168782,1.0596638023853302,12.158793767293295,2.955030067537552
457,91,1,-2.3140583833058677,5.410814921061198,11.747225761413574,3.3632292633765766
460,91,4,-1.391739288965861,2.339244842529297,12.937190691630045,2.6819503505145375
463,92,2,-1.7265328566233318,1.447111535196503,12.711454391479492,2.691954435264582
466,93,0,-1.7970003684361775,5.171726544698079,12.487565040588379,2.3895290792336694
469,93,3,-1.8835399945576985,2.2317562103271484,12.518267631530762,3.234948087558054
472,94,1,-1.4316033522288005,-0.30562997857729596,12.842716217041016,3.5692248072874357
475,94,4,-1.5872433185577393,1.923275311787923,12.016605695088705,2.6461654477924164
478,95,2,-2.8775264819463096,5.582223574320476,11.441981633504232,3.4143567071889827
481,96,0,-2.190605640411377,3.9488707383473716,11.657752672831217,2.8039085315523375
484,96,3,-2.383394201596578,2.167648434638977,12.58281167348226,3.4740985532468347
487,97,1,-1.1607110500335693,0.17432363828023276,12.212698300679525,2.6256583627463486
490,97,4,-1.8493761618932087,5.310391982396443,11.714922904968262,4.502373988353048
493,98,2,-0.8720595240592957,3.299182415008545,12.669161796569824,6.794126171947885
496,99,0,-1.2931092977523804,0.14633578062057495,13.201320966084799,8.779937696355427
499,99,3,-1.8405359586079915,2.6577479441960654,12.225117365519205,6.5345553264537415
502,100,1,-2.6181485255559287,3.360672950744629,12.224016189575195,4.574197829704585
505,100,4,-0.8796326716740926,2.3136880000432334,12.979982693990072,3.2790941425222813
508,101,2,-1.8657719294230144,1.7419158220291138,12.215653419494629,2.9731699271185765
511,102,0,-1.737329641977946,2.819577773412069,12.45267136891683,1.7026489867180477
514,102,3,-2.6979538599650064,3.7934510707855225,11.982158025105795,2.3293971351942915
517,103,1,-1.4303363760312398,1.7076186537742615,12.770831425984701,2.1784586553719443
520,103,4,-1.4631410439809163,2.542679230372111,12.967975934346518,1.918893684584883
523,104,2,-2.325692971547445,3.4007232189178467,12.08078384399414,2.7301798873352463
526,105,0,-1.0613718628883362,1.1946824789047241,13.014885584513346,3.6697719329030902
