step,epoch,batch_idx,D_loss,G_loss,T_loss,Wasserstein_dist
1,0,0,9.558015823364258,0.003418839070945978,6.971348762512207,4.413109542821691
11,0,10,7.962728023529053,1.8691685795783997,6.6297972202301025,3.9945090230956137
21,0,20,-2.26988365650177,7.84396767616272,6.642205238342285,4.002711512003794
31,1,5,-1.7884108647704124,8.84780240058899,6.712934255599976,3.9842927415627765
41,1,15,-4.948897027969361,12.423388481140137,6.781285047531128,3.913411557573444
51,2,0,-2.9873602747917176,8.542158126831055,6.8069822788238525,4.16501706891713
61,2,10,-2.119396758079529,7.336178541183472,6.825944662094116,4.149065919791003
71,2,20,-1.7992300748825074,5.351860523223877,6.902142524719238,4.124825090775843
81,3,5,-1.5046938329935073,3.2961366176605225,6.939868450164795,4.148816865159735
91,3,15,-3.166597580909729,1.9751510620117188,6.881784439086914,4.366729862313228
101,4,0,-3.8901939153671266,2.6302042603492737,6.841274976730347,4.429378556574053
111,4,10,-3.5714580059051513,2.4676420092582703,6.892650365829468,4.339041321227308
121,4,20,-3.6231307983398438,1.8805181384086609,6.905908584594727,4.0703625154566145
131,5,5,-3.91043643951416,2.3746485114097595,6.880565643310547,4.303256061335515
141,5,15,-3.8842506408691406,1.9555889964103699,6.905179023742676,4.294580878776035
151,6,0,-3.856169509887695,1.9694857597351074,6.9241273403167725,4.063609332386971
161,6,10,-4.211396646499634,1.8628366589546204,6.916211128234863,3.999174607541149
171,6,20,-4.258095479011535,1.550061583518982,6.886254072189331,4.307333805357761
181,7,5,-4.411679816246033,1.2158318161964417,6.841952085494995,4.496096852038663
191,7,15,-4.431965947151184,2.161835730075836,6.8453710079193115,4.636651175397501
201,8,0,-4.1898270606994625,0.7565755844116211,6.897646903991699,4.288409166310538
211,8,10,-4.14953236579895,1.037434995174408,6.89464259147644,4.229615034755414
221,8,20,-4.101945090293884,1.6676899194717407,6.900352954864502,4.257262770623804
231,9,5,-4.173195934295654,1.1769996881484985,6.926023721694946,4.135292341440161
241,9,15,-3.897274613380432,1.419669508934021,6.920882225036621,4.3397506203065515
251,10,0,-4.076913142204285,1.0225352048873901,6.9118812084198,3.9040343620593356
261,10,10,-4.14022581577301,1.7166266441345215,6.898433685302734,4.20423792462625
271,10,20,-4.133303999900818,1.8977364301681519,6.913762092590332,3.9386989765498304
281,11,5,-4.356985259056091,1.9682337045669556,6.921216726303101,3.956142475249524
291,11,15,-3.8639944076538084,0.5831027626991272,6.942292213439941,4.107811763562072
