step,epoch,batch_idx,D_loss,G_loss,T_loss,Wasserstein_dist
1,0,0,9.549299240112305,0.019071955233812332,175.93577575683594,4.361566492867135
2,0,1,9.429112434387207,0.06832562386989594,167.72552490234375,4.46576395178865
3,0,2,9.241238594055176,0.17344652116298676,157.53285217285156,4.483911386143337
4,0,3,8.945459365844727,0.3829817771911621,146.55038452148438,4.592642943857795
5,0,4,8.470623970031738,0.7922571301460266,135.5889129638672,4.769700891895153
6,0,5,7.635805606842041,1.5671303272247314,125.32645416259766,4.777939355260361
7,0,6,6.165144920349121,2.965383529663086,116.18793487548828,4.331447361370786
8,0,7,3.6277050971984863,5.381112575531006,108.27521514892578,4.918054994782496
9,0,8,-0.5928530693054199,9.410233497619629,101.29813385009766,5.220748483263532
10,0,9,-7.273231506347656,15.797420501708984,95.09905242919922,5.045408664727326
11,0,10,-16.320903778076172,25.30204200744629,89.78368377685547,4.104464315398516
12,0,11,-27.07345962524414,38.134151458740234,85.28788757324219,5.168296941277985
13,0,12,-35.583106994628906,51.03682327270508,82.06139373779297,4.935953107200986
14,0,13,-37.51852798461914,56.08119583129883,80.42232513427734,4.5968714649224545
15,0,14,-31.541851043701172,49.541282653808594,80.25501251220703,4.64892181935925
16,0,15,-29.073537826538086,40.902870178222656,80.28720092773438,4.883836611443645
17,0,16,-30.22305679321289,37.41563415527344,79.47383880615234,4.857746814771825
18,0,17,-30.411558151245117,39.15696716308594,77.80229949951172,4.639357487392278
19,0,18,-31.397064208984375,45.06806182861328,76.01652526855469,5.095835318875986
20,0,19,-33.660438537597656,51.63814926147461,74.66426086425781,5.403444915924956
21,0,20,-34.013301849365234,51.2152099609375,74.00576782226562,5.140295564156869
22,0,21,-35.82230758666992,51.53271484375,73.38519287109375,5.077842583255611
23,0,22,-35.83598709106445,51.28877639770508,72.40220642089844,4.846021766744493
24,0,23,-36.025062561035156,51.338165283203125,70.86565399169922,4.994374034561397
25,0,24,-38.15831756591797,55.26405715942383,68.77345275878906,4.735776073126876
26,0,25,-39.68865966796875,57.465579986572266,66.63853454589844,4.529881347995347
27,0,26,-41.01622009277344,58.65669631958008,64.53843688964844,5.005371545953311
28,0,27,-43.89870834350586,61.62428283691406,62.347557067871094,5.15942456494791
29,0,28,-44.287498474121094,62.02033615112305,60.124027252197266,4.880367261118067
30,0,29,-46.44841003417969,65.12417602539062,57.769439697265625,5.14017879206151
31,0,30,-47.623374938964844,68.94813537597656,55.651275634765625,5.226618775094799
32,0,31,-48.391876220703125,69.6722183227539,53.8034553527832,5.026503189506693
33,0,32,-49.724334716796875,73.07438659667969,51.619136810302734,4.646516343409299
34,0,33,-53.04262924194336,72.93508911132812,49.24745178222656,4.879005032548141
35,0,34,-53.44276809692383,73.66313934326172,46.26680374145508,4.946763349112744
36,0,35,-55.98688888549805,86.74092102050781,42.76640701293945,5.556497145746821
37,0,36,-56.12541580200195,66.0125503540039,40.55793380737305,5.040050040518895
38,0,37,-58.10105895996094,107.20679473876953,35.360084533691406,5.280144386554449
39,0,38,-55.28185272216797,64.51968383789062,34.05092239379883,5.1005889778939695
40,0,39,-58.484619140625,90.62126159667969,28.288904190063477,4.700662174548773
41,0,40,-65.2046890258789,105.68730163574219,23.633342742919922,4.3838190711667355
42,0,41,-65.7812271118164,88.61152648925781,21.056900024414062,5.244465551297987
43,0,42,-67.0624771118164,98.33928680419922,17.134071350097656,5.398476354373033
44,0,43,-71.24324798583984,113.87213134765625,13.38379192352295,4.87901205399025
45,0,44,-71.08018493652344,98.91785430908203,11.301559448242188,5.149688107448637
46,0,45,-73.45329284667969,115.72821807861328,8.10051441192627,4.8516930789317065
47,0,46,-74.68546295166016,101.55455780029297,5.921220779418945,4.984800237033296
48,0,47,-75.8731689453125,112.44365692138672,2.540997266769409,4.871540705750398
49,0,48,-76.44313049316406,116.9219970703125,-0.27475813031196594,5.0682469462045985
50,0,49,-79.33743286132812,113.54753112792969,-2.6311235427856445,5.051298618130946
51,0,50,-79.70661926269531,126.24625396728516,-5.31905460357666,4.654600146893626
52,0,51,-80.2970199584961,104.35779571533203,-7.1493988037109375,5.326011536251289
53,0,52,-82.47846221923828,130.709716796875,-10.888020515441895,4.949871651363235
54,0,53,-80.3089828491211,116.31891632080078,-13.271629333496094,4.9633956769348675
55,0,54,-82.33226013183594,126.45704650878906,-16.526153564453125,4.989884199440059
56,0,55,-85.74693298339844,131.63424682617188,-19.426347732543945,4.651009296590695
57,0,56,-86.56537628173828,130.41799926757812,-21.90018081665039,5.3364452585907864
58,0,57,-91.77208709716797,140.20803833007812,-24.416898727416992,5.163907706107759
59,1,0,-91.00453186035156,119.53852844238281,-26.26226806640625,4.654847208250125
60,1,1,-90.44699096679688,153.24420166015625,-29.858980178833008,4.864974183583117
61,1,2,-91.78645324707031,120.3336410522461,-31.38605308532715,4.903983163884593
62,1,3,-94.01908874511719,146.39199829101562,-35.00163650512695,5.218645449873871
63,1,4,-96.58074188232422,140.22824096679688,-37.44150161743164,4.671023192239568
64,1,5,-96.94087982177734,155.86399841308594,-40.054447174072266,4.897436873273659
65,1,6,-97.58108520507812,138.53912353515625,-41.608463287353516,5.288602466956043
66,1,7,-99.92797088623047,155.94126892089844,-44.49754333496094,5.271605952590501
67,1,8,-101.32696533203125,149.15365600585938,-46.63441848754883,5.241997804171007
68,1,9,-103.56396484375,160.7302703857422,-48.978607177734375,4.726939698617007
69,1,10,-101.04701232910156,146.15963745117188,-50.79456329345703,5.2725393036095705
70,1,11,-105.0521011352539,165.87474060058594,-53.45145034790039,5.171874128056147
71,1,12,-104.6461410522461,131.53514099121094,-55.42430877685547,4.997605950133355
72,1,13,-105.6448974609375,179.3092803955078,-59.04972839355469,5.1113725610042415
73,1,14,-106.44842529296875,137.88473510742188,-60.93961715698242,4.808257450689816
74,1,15,-101.67569732666016,186.9248809814453,-64.56734466552734,5.119861169116925
75,1,16,-107.11144256591797,158.70556640625,-66.1925048828125,5.036059768989491
76,1,17,-107.87045288085938,160.46826171875,-68.28670501708984,4.737876626176583
77,1,18,-113.11857604980469,177.640625,-70.69831085205078,4.802338846876721
78,1,19,-110.37039184570312,177.5785675048828,-72.12979125976562,3.0914930141730976
79,1,20,-114.82603454589844,179.067626953125,-73.67698669433594,0.5613231287138996
80,1,21,-115.648681640625,168.96881103515625,-74.88129425048828,4.565459669963966
81,1,22,-116.28155517578125,180.44515991210938,-76.6623306274414,5.502394995512313
82,1,23,-115.81145477294922,172.62318420410156,-78.13935852050781,4.734776386737931
83,1,24,-115.35429382324219,192.9618682861328,-80.03802490234375,5.222541168711217
84,1,25,-117.50972747802734,160.5028533935547,-81.28063201904297,5.4262111495848
85,1,26,-117.98072052001953,193.3221893310547,-83.86941528320312,4.881043870045294
86,1,27,-121.04981994628906,181.83885192871094,-85.58365631103516,5.048178070070756
87,1,28,-118.12501525878906,180.43446350097656,-87.32196044921875,4.654312026190972
88,1,29,-120.89485168457031,200.4886932373047,-89.23185729980469,4.976263374668546
89,1,30,-122.25424194335938,181.99562072753906,-90.6370620727539,4.706606764864763
90,1,31,-124.45179748535156,191.25216674804688,-92.47489929199219,4.929428027715177
