step,epoch,batch_idx,D_loss,G_loss,T_loss,Wasserstein_dist
1,0,0,9.54281997680664,0.026908298954367638,165.8897705078125,4.910677658988366
11,0,10,4.52601010799408,7.624722898006439,154.44910430908203,5.24192889123956
21,0,20,-22.577803897857667,31.681785583496094,139.16162872314453,5.007762692367246
31,0,30,-28.85201988220215,37.72972869873047,133.32594299316406,4.936532522506282
41,0,40,-32.41330738067627,39.58808135986328,129.02792739868164,4.63074334058174
51,0,50,-33.20134086608887,36.90202331542969,123.96549224853516,5.161410835529952
61,1,2,-33.59957695007324,39.47421073913574,117.23700332641602,4.872929324847997
71,1,12,-36.616869354248045,46.24652099609375,109.28987884521484,4.93303874426045
81,1,22,-39.277069854736325,47.399606704711914,101.30997467041016,5.067558675728208
91,1,32,-41.73898887634277,49.90568161010742,92.38272476196289,5.240736540698921
101,1,42,-47.08648147583008,61.87097930908203,82.53709030151367,5.126648399391502
111,1,52,-51.218787002563474,64.40258979797363,73.91786575317383,5.08374954052138
121,2,4,-55.25923042297363,75.88719177246094,64.69856071472168,5.089792800775706
131,2,14,-58.48215103149414,82.37440872192383,56.301979064941406,4.778619023779209
141,2,24,-62.548258209228514,87.28211212158203,47.83905792236328,4.909962659449967
